Sentencing.court,Aggravating.72,Mitigating.36,disorder,affray,GBH,intent,common,custody
23,,,,,,,common assault,immediate custody
23,,,,,,,common assault,
23,,genuine remorse,,,,,common assault,
23,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
23,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
23,,,,,,grievous bodily harm with intent,,immediate custody
23,,,,,,grievous bodily harm with intent,,immediate custody
23,,genuine remorse,,,grievous bodily harm,,,
23,,genuine remorse,,,grievous bodily harm,,,immediate custody
23,,,,,grievous bodily harm,,,immediate custody
23,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
23,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
23,,,,,grievous bodily harm,,,immediate custody
23,,genuine remorse,,,grievous bodily harm,,,immediate custody
23,,genuine remorse,,,grievous bodily harm,,,
23,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
23,,,,,grievous bodily harm,,,immediate custody
23,,genuine remorse,,,grievous bodily harm,,,
24,under influence drugs/alcohol,,,,,,,immediate custody
24,under influence drugs/alcohol,,,,,,,immediate custody
24,,,,,,,,immediate custody
24,,,,,,grievous bodily harm with intent,,immediate custody
25,,genuine remorse,,,,,,immediate custody
25,under influence drugs/alcohol,,,,,,,
25,,,,,,,,immediate custody
25,,,,,,,,immediate custody
25,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
25,under influence drugs/alcohol,,,,,,,immediate custody
25,,genuine remorse,,,,,,
25,,,,,,,,immediate custody
25,,genuine remorse,,,,,,
25,,,,,,,,
25,,,,,,,,
25,under influence drugs/alcohol,genuine remorse,,,,,,
25,,,,,,,,immediate custody
25,,,,,,,,immediate custody
25,,genuine remorse,,,,,,
25,,genuine remorse,,,,,,
25,,genuine remorse,,,,,,
25,,,,,,,,immediate custody
25,under influence drugs/alcohol,,,,,,,
25,,genuine remorse,,,,,,
25,,genuine remorse,,,,,,
25,,genuine remorse,,affray,,,,
25,,,,affray,,,,
25,,,,affray,,,,
25,,,,affray,,,,
25,under influence drugs/alcohol,,,affray,,,,
25,,,,affray,,,,
25,under influence drugs/alcohol,,,affray,,,,
25,,,,affray,,,,immediate custody
25,under influence drugs/alcohol,,,affray,,,,
25,under influence drugs/alcohol,,,affray,,,,immediate custody
25,under influence drugs/alcohol,,,affray,,,,
25,under influence drugs/alcohol,genuine remorse,,affray,,,,
25,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
25,,genuine remorse,,,grievous bodily harm,,,
25,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
25,,,,,grievous bodily harm,,,immediate custody
25,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
25,,,,,grievous bodily harm,,,immediate custody
25,,,,,grievous bodily harm,,,immediate custody
25,,genuine remorse,,,grievous bodily harm,,,immediate custody
25,,genuine remorse,,,grievous bodily harm,,,
25,,,,,grievous bodily harm,,,immediate custody
25,,genuine remorse,,,grievous bodily harm,,,
25,,,,,grievous bodily harm,,,immediate custody
25,,,,,grievous bodily harm,,,immediate custody
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
25,,,violent disorder,,,,,immediate custody
25,,,violent disorder,,,,,
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
25,,,violent disorder,,,,,
25,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
29,,,,,,,,
29,,,,,,,,
29,under influence drugs/alcohol,,,,,,,immediate custody
29,,,,,,,,immediate custody
29,,,,,,,,
29,under influence drugs/alcohol,,,,,,,immediate custody
29,under influence drugs/alcohol,,,,,,,immediate custody
29,under influence drugs/alcohol,,,,,,,
29,under influence drugs/alcohol,,,,,,,immediate custody
29,under influence drugs/alcohol,,,,,,,
29,under influence drugs/alcohol,,,,grievous bodily harm,,,
29,,,,,grievous bodily harm,,,immediate custody
29,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
29,,,,,grievous bodily harm,,,immediate custody
29,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
29,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
29,under influence drugs/alcohol,,,,,,common assault,
29,,genuine remorse,,,,,common assault,
31,,,,,,,,
31,under influence drugs/alcohol,,,,,,,
31,,genuine remorse,,,,,,immediate custody
31,under influence drugs/alcohol,genuine remorse,,,,,,
31,,,,,,,,
31,under influence drugs/alcohol,,,,,,,
31,,,,,,,,immediate custody
31,under influence drugs/alcohol,,,,,,,
31,under influence drugs/alcohol,genuine remorse,,,,,,
31,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
31,under influence drugs/alcohol,,,affray,,,,
31,,genuine remorse,,affray,,,,
31,under influence drugs/alcohol,genuine remorse,,affray,,,,
31,under influence drugs/alcohol,genuine remorse,,affray,,,,
31,under influence drugs/alcohol,genuine remorse,,affray,,,,
31,,,,affray,,,,immediate custody
31,,,,,,,common assault,immediate custody
31,,,,,,grievous bodily harm with intent,,immediate custody
31,,,,,,grievous bodily harm with intent,,immediate custody
31,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
31,,,,,grievous bodily harm,,,immediate custody
31,,,,,grievous bodily harm,,,immediate custody
31,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
31,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
31,,genuine remorse,violent disorder,,,,,
31,,genuine remorse,violent disorder,,,,,
31,under influence drugs/alcohol,genuine remorse,violent disorder,,,,,immediate custody
31,,genuine remorse,violent disorder,,,,,immediate custody
31,,,violent disorder,,,,,immediate custody
31,,,violent disorder,,,,,immediate custody
31,,,violent disorder,,,,,immediate custody
31,,,violent disorder,,,,,
31,,genuine remorse,violent disorder,,,,,immediate custody
4,,,,,,,,
32,under influence drugs/alcohol,,,affray,,,,immediate custody
32,,,,affray,,,,
32,,genuine remorse,,,,,,
32,,,,,,,,immediate custody
32,,,,,,,,
32,,,,,,,,
32,,genuine remorse,,,,,,
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,,,,,,,
32,,,,,,,,immediate custody
32,,,,,,,,immediate custody
32,,genuine remorse,,,,,,immediate custody
32,,,,,,,,
32,,genuine remorse,,,,,,
32,,,,,,,,
32,,,,,,,,
32,,,,,,,,
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,,,,,,,
32,,,,,,,,
32,,,,,,,,
32,,genuine remorse,,,,,,
32,,,,,,,,
32,,,,,,,,
32,,,,,,,,
32,,genuine remorse,,,,,,
32,,genuine remorse,,,,,,
32,,genuine remorse,,,,,,
32,under influence drugs/alcohol,,,,,,,
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,,,,,,,
32,,,,,,,,
32,,,,,,,,
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,,,,,,,
32,,genuine remorse,,,,,,immediate custody
32,,genuine remorse,,,,,,immediate custody
32,,genuine remorse,,,,,,
32,,,,,,,,
32,,genuine remorse,,,,,,
32,,,,,,,,immediate custody
32,under influence drugs/alcohol,,,,,,,immediate custody
32,under influence drugs/alcohol,,,,,,,
32,,,,,,,,immediate custody
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,,,,,,,
32,,,,,,,,immediate custody
32,,,,,,,,immediate custody
32,under influence drugs/alcohol,,,,,,,
32,,genuine remorse,,,,,,
32,under influence drugs/alcohol,,,,,,,immediate custody
32,,genuine remorse,,,,,,
32,,,,,,,,immediate custody
32,,,,,,,,immediate custody
32,,genuine remorse,,,,,,immediate custody
32,,genuine remorse,,,,,,
32,,,,,,,,
32,,,,,,,,
32,under influence drugs/alcohol,,,affray,,,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,affray,,,,
32,under influence drugs/alcohol,,,affray,,,,immediate custody
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,,,affray,,,,
32,,,,affray,,,,immediate custody
32,,,,affray,,,,immediate custody
32,under influence drugs/alcohol,,,affray,,,,
32,under influence drugs/alcohol,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,,,affray,,,,
32,,,,affray,,,,immediate custody
32,,genuine remorse,,affray,,,,
32,under influence drugs/alcohol,,,affray,,,,
32,,,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,,,affray,,,,immediate custody
32,,,,affray,,,,immediate custody
32,,,,affray,,,,
32,,,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,affray,,,,
32,,genuine remorse,,,,,common assault,
32,,,,,,,common assault,immediate custody
32,,,,,,,common assault,
32,,,,,,,common assault,immediate custody
32,,,,,,,common assault,
32,,genuine remorse,,,,,common assault,
32,,,,,,,common assault,immediate custody
32,,,,,,,common assault,
32,,,,,,,common assault,
32,,genuine remorse,,,,,common assault,
32,,,,,,,common assault,immediate custody
32,,,,,,,common assault,immediate custody
32,,genuine remorse,,,,,common assault,
32,,,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,,,,,,grievous bodily harm with intent,,immediate custody
32,,,,,,grievous bodily harm with intent,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,
32,,,,,grievous bodily harm,,,immediate custody
32,under influence drugs/alcohol,,,,grievous bodily harm,,,
32,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
32,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
32,,,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,
32,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
32,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
32,,,,,grievous bodily harm,,,immediate custody
32,,,,,grievous bodily harm,,,
32,,genuine remorse,,,grievous bodily harm,,,
32,,genuine remorse,,,grievous bodily harm,,,
32,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
32,,,,,grievous bodily harm,,,immediate custody
32,,,,,grievous bodily harm,,,immediate custody
32,,,,,grievous bodily harm,,,
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
32,,,,,grievous bodily harm,,,
32,,,,,grievous bodily harm,,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
32,,genuine remorse,,,grievous bodily harm,,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,
32,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
32,,genuine remorse,,,grievous bodily harm,,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
32,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
32,,genuine remorse,,,grievous bodily harm,,,
33,,,,affray,,,,
33,,,,affray,,,,immediate custody
33,,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,genuine remorse,,affray,,,,
33,under influence drugs/alcohol,genuine remorse,,affray,,,,
33,,,,affray,,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
33,under influence drugs/alcohol,,,affray,,,,
33,under influence drugs/alcohol,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,genuine remorse,,affray,,,,
33,under influence drugs/alcohol,,,affray,,,,immediate custody
33,,genuine remorse,,affray,,,,
33,,genuine remorse,,affray,,,,
33,,genuine remorse,,affray,,,,
33,,genuine remorse,,affray,,,,
33,,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,genuine remorse,,affray,,,,
33,,,,affray,,,,
33,,,,affray,,,,
33,,genuine remorse,,affray,,,,immediate custody
33,,,,affray,,,,immediate custody
33,,,,affray,,,,
33,,,,affray,,,,
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
33,,,,,,,,
33,,genuine remorse,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,,,,,,,,
33,,,,,,,,
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,,genuine remorse,,,,,,
33,,,,,,,,
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,,,,,,,,
33,under influence drugs/alcohol,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,immediate custody
33,,,,,,,,
33,,,,,,,,immediate custody
33,,,,,,,,
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,
33,,,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,,,,,,,
33,,,,,,,,
33,,,,,,,,immediate custody
33,,,,,,,,
33,,,,,,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
33,,genuine remorse,,,,,,
33,under influence drugs/alcohol,,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,under influence drugs/alcohol,genuine remorse,,,,,,
33,,genuine remorse,,,,,,
33,,,,,,,,immediate custody
33,,genuine remorse,,,,,,
33,,,,,grievous bodily harm,,,immediate custody
33,,genuine remorse,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
33,,genuine remorse,,,grievous bodily harm,,,
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
33,,,,,grievous bodily harm,,,immediate custody
33,,genuine remorse,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,
33,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
33,,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
33,,genuine remorse,,,grievous bodily harm,,,
33,,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,
33,,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,
33,,genuine remorse,,,grievous bodily harm,,,
33,,genuine remorse,,,grievous bodily harm,,,
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
33,,,,,grievous bodily harm,,,immediate custody
33,,genuine remorse,,,grievous bodily harm,,,
33,,genuine remorse,,,grievous bodily harm,,,
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,immediate custody
33,,,,,grievous bodily harm,,,immediate custody
33,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,grievous bodily harm with intent,,immediate custody
33,,,,,,,common assault,
33,,,,,,,common assault,
33,,,,,,,common assault,immediate custody
33,,,,,,,common assault,
33,,,,,,,common assault,
33,,,,,,,common assault,
33,,,,,,,common assault,
33,,,,,,,common assault,
33,,,,,,,common assault,immediate custody
33,,,,,,,common assault,
33,,genuine remorse,violent disorder,,,,,immediate custody
33,,,violent disorder,,,,,immediate custody
33,,,violent disorder,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,
NA,,genuine remorse,,affray,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,grievous bodily harm with intent,,immediate custody
NA,,,,,,grievous bodily harm with intent,,immediate custody
NA,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
NA,under influence drugs/alcohol,,,,grievous bodily harm,,,
NA,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
NA,,genuine remorse,,,grievous bodily harm,,,immediate custody
35,,genuine remorse,,affray,,,,
35,,,,affray,,,,
35,,,,affray,,,,
35,,,,affray,,,,
35,under influence drugs/alcohol,,,affray,,,,immediate custody
35,,,,affray,,,,
35,under influence drugs/alcohol,,,affray,,,,
35,,genuine remorse,,affray,,,,
35,under influence drugs/alcohol,,,affray,,,,
35,,,,affray,,,,immediate custody
35,,,,,,,,immediate custody
35,,,,,,,,immediate custody
35,under influence drugs/alcohol,,,,,,,immediate custody
35,,genuine remorse,,,,,,
35,,,,,,,,immediate custody
35,,,,,,,,immediate custody
35,,,,,,,,immediate custody
35,,genuine remorse,,,,,,
35,,genuine remorse,,,,,,
35,,,,,,,,immediate custody
35,,genuine remorse,,,,,,
35,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
35,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
35,under influence drugs/alcohol,,,,,,,immediate custody
35,,genuine remorse,,,,,,immediate custody
35,under influence drugs/alcohol,,,,,,,immediate custody
35,,,,,,,,immediate custody
35,under influence drugs/alcohol,,,,,,,immediate custody
35,,,,,,,,
35,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
35,under influence drugs/alcohol,,,,,,,immediate custody
35,,,,,,,,immediate custody
35,,,,,,,,
35,,,,,,,,immediate custody
35,,,,,,,,
35,,,,,,,,immediate custody
35,,,,,,,,
35,,,,,,,,immediate custody
35,,,,affray,,,,immediate custody
35,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
35,,,,,grievous bodily harm,,,immediate custody
35,,,,,grievous bodily harm,,,immediate custody
35,,genuine remorse,,,grievous bodily harm,,,
35,,genuine remorse,,,grievous bodily harm,,,
35,,genuine remorse,,,grievous bodily harm,,,
35,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
35,,,,,grievous bodily harm,,,immediate custody
35,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
35,,,,,,grievous bodily harm with intent,,immediate custody
35,,,,,,grievous bodily harm with intent,,immediate custody
35,,,,,,grievous bodily harm with intent,,immediate custody
35,,,,,,,common assault,immediate custody
35,,,,,,,common assault,immediate custody
35,,,,,,,common assault,
NA,under influence drugs/alcohol,genuine remorse,,,,,common assault,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,genuine remorse,,,,,,immediate custody
NA,,,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,
NA,,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,
NA,,,,,,,,immediate custody
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,,,,,,,,
NA,,,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,immediate custody
NA,under influence drugs/alcohol,,,,,,,
NA,,genuine remorse,,,,,,
NA,,,,,,,,
NA,,genuine remorse,,,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
NA,,genuine remorse,,,,,,immediate custody
NA,,genuine remorse,,,,,,
NA,under influence drugs/alcohol,,,affray,,,,
NA,,,,affray,,,,
NA,,genuine remorse,,affray,,,,
NA,,,,affray,,,,
NA,,genuine remorse,,affray,,,,
NA,under influence drugs/alcohol,,,affray,,,,immediate custody
NA,,genuine remorse,,affray,,,,
NA,under influence drugs/alcohol,,,affray,,,,
NA,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
NA,,,,affray,,,,immediate custody
NA,,,,affray,,,,
NA,,,,affray,,,,immediate custody
NA,,,,affray,,,,
NA,,genuine remorse,,affray,,,,
NA,,,,affray,,,,
NA,,genuine remorse,,affray,,,,
NA,,,,affray,,,,
NA,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
NA,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
NA,,,,affray,,,,immediate custody
NA,under influence drugs/alcohol,,,affray,,,,
NA,under influence drugs/alcohol,genuine remorse,,affray,,,,
NA,,,,affray,,,,
NA,,,,affray,,,,
NA,under influence drugs/alcohol,,,affray,,,,immediate custody
NA,,genuine remorse,,affray,,,,
NA,,genuine remorse,,affray,,,,immediate custody
NA,,,,affray,,,,
NA,,,,affray,,,,
NA,,genuine remorse,,affray,,,,
NA,,,,affray,,,,
NA,,genuine remorse,,,,,common assault,
NA,,,,,,,common assault,immediate custody
NA,,genuine remorse,,,,,common assault,
NA,,genuine remorse,,,,,common assault,
NA,,,,,,,common assault,
NA,,,,,,,common assault,
NA,,genuine remorse,,,,,common assault,
