Sentencing.court,Aggravating.72,Mitigating.36,disorder,affray,GBH,intent,common,custody
56,,,,,,grievous bodily harm with intent,,immediate custody
56,,,,,,grievous bodily harm with intent,,immediate custody
56,,,,,,grievous bodily harm with intent,,immediate custody
56,,,,,,grievous bodily harm with intent,,immediate custody
56,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
56,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
56,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
56,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
56,,,,,,grievous bodily harm with intent,,immediate custody
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,immediate custody
56,,,,,,,common assault,immediate custody
56,under influence drugs/alcohol,,,,,,common assault,
56,,,violent disorder,,,,,immediate custody
56,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
56,,,violent disorder,,,,,
56,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
57,under influence drugs/alcohol,,,,,,,
57,under influence drugs/alcohol,,,,,,,immediate custody
57,,,,,,,,
57,,,,,,,,
57,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
57,under influence drugs/alcohol,genuine remorse,,,,,,
57,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
57,,,,,,,,
57,,,,affray,,,,
57,,,,affray,,,,immediate custody
57,,,,affray,,,,
57,,,,affray,,,,immediate custody
57,,,,affray,,,,
57,,,,affray,,,,immediate custody
57,,,,affray,,,,immediate custody
57,,,,affray,,,,immediate custody
57,under influence drugs/alcohol,,,affray,,,,
57,,,,affray,,,,immediate custody
57,,,,affray,,,,immediate custody
57,,,,affray,,,,immediate custody
57,,,,affray,,,,
57,,genuine remorse,,affray,,,,
57,under influence drugs/alcohol,genuine remorse,,,,,,
57,,,,,,,,immediate custody
57,,,,,,,,
57,,genuine remorse,,,grievous bodily harm,,,immediate custody
57,,genuine remorse,,,grievous bodily harm,,,
57,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
57,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
57,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
57,,genuine remorse,,,grievous bodily harm,,,
57,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
60,,,,,,,,
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,,genuine remorse,,,,,,immediate custody
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,,,,,,,,
60,under influence drugs/alcohol,,,,,,,immediate custody
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,,genuine remorse,,,,,,
60,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
60,,,,,,,,
60,,,,,,,,immediate custody
60,,,,,,,,immediate custody
60,,genuine remorse,,,,,,immediate custody
60,under influence drugs/alcohol,,,,,,,immediate custody
60,,,,,,,,
60,under influence drugs/alcohol,,,,,,,immediate custody
60,,genuine remorse,,,,,,
60,,,,,,,,
60,under influence drugs/alcohol,genuine remorse,,affray,,,,
60,,,,affray,,,,
60,,,,affray,,,,
60,,,,affray,,,,
60,,,,affray,,,,
60,,,,affray,,,,
60,,,,affray,,,,
60,under influence drugs/alcohol,genuine remorse,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,,genuine remorse,,,,,,
60,,,,,,,,
60,,,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,,genuine remorse,,,,,,
60,under influence drugs/alcohol,,,,,,,
60,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
60,,genuine remorse,,,grievous bodily harm,,,immediate custody
60,,,,,grievous bodily harm,,,
60,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
60,,genuine remorse,,,grievous bodily harm,,,immediate custody
60,,,,,grievous bodily harm,,,
60,,genuine remorse,,,grievous bodily harm,,,
60,,,,,grievous bodily harm,,,immediate custody
60,,genuine remorse,,,grievous bodily harm,,,
60,,,,,grievous bodily harm,,,immediate custody
60,,,,,grievous bodily harm,,,immediate custody
60,,genuine remorse,,,grievous bodily harm,,,
60,,,,,,grievous bodily harm with intent,,immediate custody
60,,,,,,grievous bodily harm with intent,,immediate custody
60,,,,,,grievous bodily harm with intent,,immediate custody
60,,genuine remorse,,,grievous bodily harm,,,
60,,genuine remorse,,,grievous bodily harm,,,
60,,,,,grievous bodily harm,,,immediate custody
60,,,,,grievous bodily harm,,,
60,,genuine remorse,,,grievous bodily harm,,,immediate custody
60,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
60,,,,,,grievous bodily harm with intent,,immediate custody
60,,,,,,,common assault,
60,,,,,,,common assault,
60,,,,,,,common assault,
60,,genuine remorse,,,,,common assault,
60,,,,,,,common assault,immediate custody
60,,,violent disorder,,,,,immediate custody
60,,,violent disorder,,,,,immediate custody
60,,,violent disorder,,,,,immediate custody
60,,,violent disorder,,,,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
61,under influence drugs/alcohol,,,,,,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,,,,,
61,,,,,,,,immediate custody
61,,genuine remorse,,,,,,
61,under influence drugs/alcohol,,,,,,,immediate custody
61,,genuine remorse,,,,,,
61,,genuine remorse,,,,,,
61,under influence drugs/alcohol,,,,,,,immediate custody
61,,,,,,,,immediate custody
61,under influence drugs/alcohol,,,,,,,immediate custody
61,,,,,,,,
61,under influence drugs/alcohol,genuine remorse,,,,,,
61,,,,affray,,,,
61,,genuine remorse,,affray,,,,
61,,,,affray,,,,
61,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
61,,,,affray,,,,
61,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
61,,,,affray,,,,immediate custody
61,under influence drugs/alcohol,,,affray,,,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,affray,,,,
61,under influence drugs/alcohol,genuine remorse,,,,,,
61,,,,,,,,immediate custody
61,under influence drugs/alcohol,,,,,,,
61,,,,,,,,immediate custody
61,under influence drugs/alcohol,,,,,,,immediate custody
61,under influence drugs/alcohol,,,,,,,immediate custody
61,,genuine remorse,,,,,,
61,under influence drugs/alcohol,,,,,,,
61,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
61,,,,,,,,
61,under influence drugs/alcohol,,,,,,,
61,under influence drugs/alcohol,,,,,,,
61,,genuine remorse,,,,,common assault,
61,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
61,,,,,,grievous bodily harm with intent,,immediate custody
61,,,,,,grievous bodily harm with intent,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
61,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
61,,,,,,grievous bodily harm with intent,,immediate custody
61,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
61,,,,,grievous bodily harm,,,immediate custody
61,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
61,,genuine remorse,,,grievous bodily harm,,,
61,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
61,,,,,grievous bodily harm,,,
61,,,,,grievous bodily harm,,,
61,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
61,,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,,,,,,,immediate custody
62,under influence drugs/alcohol,,,,,,,
62,,genuine remorse,,,,,,
62,,,,,,,,
62,,,,,,,,
62,,,,,,,,immediate custody
62,,,,,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,,,,
62,,,,,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
62,,,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,,
62,,,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,,,,,,,,
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,,,,,,,
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
62,,,,,,,,
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,,,,,,,,
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,common assault,
62,,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
62,,,,affray,,,,
62,under influence drugs/alcohol,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,,,affray,,,,
62,,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,,,affray,,,,immediate custody
62,,,,affray,,,,
62,under influence drugs/alcohol,,,affray,,,,
62,,genuine remorse,,affray,,,,
62,,,,affray,,,,
62,under influence drugs/alcohol,,,affray,,,,
62,under influence drugs/alcohol,genuine remorse,,affray,,,,
62,,,,affray,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,affray,,,,immediate custody
62,under influence drugs/alcohol,,,affray,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,,,affray,,,,
62,under influence drugs/alcohol,,,,,,,
62,,genuine remorse,,affray,,,,
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,,,,,,,
62,,genuine remorse,,,,,,
62,,,,,,,,immediate custody
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,genuine remorse,,,,,,immediate custody
62,,genuine remorse,,,,,,immediate custody
62,under influence drugs/alcohol,,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,,
62,,,,,,,,
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,,,,,,,immediate custody
62,,genuine remorse,,,,,,
62,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
62,,,,,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
62,,,,,,,,immediate custody
62,,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,immediate custody
62,,,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,immediate custody
62,,,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
62,,genuine remorse,,,grievous bodily harm,,,immediate custody
62,,genuine remorse,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
62,,,,,,grievous bodily harm with intent,,immediate custody
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,genuine remorse,,,grievous bodily harm,,,
62,,,,,grievous bodily harm,,,
62,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
62,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
62,,,,,,grievous bodily harm with intent,,immediate custody
62,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
62,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
62,,,,,,grievous bodily harm with intent,,immediate custody
62,,,,,,,common assault,immediate custody
62,,genuine remorse,,,,,common assault,
62,under influence drugs/alcohol,genuine remorse,,,,,common assault,
62,,,,,,,common assault,
62,,genuine remorse,,,,,common assault,
62,,,,,,,common assault,
62,under influence drugs/alcohol,genuine remorse,,,,,common assault,
62,,genuine remorse,,,,,common assault,
62,under influence drugs/alcohol,,,,,,common assault,immediate custody
62,under influence drugs/alcohol,,violent disorder,,,,,immediate custody
62,under influence drugs/alcohol,genuine remorse,violent disorder,,,,,
62,under influence drugs/alcohol,genuine remorse,violent disorder,,,,,
63,,genuine remorse,,,,,,
63,,genuine remorse,,,,,,
63,,genuine remorse,,,,,,immediate custody
63,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
63,under influence drugs/alcohol,,,,,,,immediate custody
63,,genuine remorse,,,,,,
63,,,,,,,,immediate custody
63,,,,affray,,,,immediate custody
63,,,,affray,,,,
63,,,,affray,,,,
63,,,,,,,,immediate custody
63,,,,,,,,immediate custody
63,,,,,,,,
63,,,,,,,,immediate custody
63,,,,,,,,immediate custody
63,under influence drugs/alcohol,,,,,,,immediate custody
63,under influence drugs/alcohol,genuine remorse,,,,,,
63,under influence drugs/alcohol,,,,,,,immediate custody
63,under influence drugs/alcohol,,,,,,common assault,immediate custody
63,,,,,,,common assault,
63,,,,,,,common assault,
63,,,,,,,common assault,
63,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
63,,genuine remorse,,,grievous bodily harm,,,
63,,,,,grievous bodily harm,,,immediate custody
63,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
63,,,,,grievous bodily harm,,,immediate custody
63,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
63,,,,,grievous bodily harm,,,
64,,,,affray,,,,immediate custody
64,,,,affray,,,,immediate custody
64,,,,affray,,,,immediate custody
65,,,,affray,,,,
65,,,,affray,,,,
65,under influence drugs/alcohol,genuine remorse,,affray,,,,
65,,,,affray,,,,
65,,,,,,,,
65,,genuine remorse,,,,,,
65,,,,,,,,immediate custody
65,,genuine remorse,,,,,,immediate custody
65,,,,,,,,immediate custody
65,,genuine remorse,,,,,,immediate custody
65,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
65,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
65,,,,,grievous bodily harm,,,immediate custody
65,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
65,,,,,,grievous bodily harm with intent,,immediate custody
65,,genuine remorse,,,grievous bodily harm,,,
65,,genuine remorse,,,grievous bodily harm,,,
65,,,,,grievous bodily harm,,,
65,,genuine remorse,,,grievous bodily harm,,,
65,,,,,grievous bodily harm,,,immediate custody
65,,genuine remorse,,,grievous bodily harm,,,immediate custody
65,,,,,grievous bodily harm,,,
2,under influence drugs/alcohol,,,,,,,immediate custody
2,under influence drugs/alcohol,,,,,,,immediate custody
2,under influence drugs/alcohol,,,,,,,
2,,,,,,,,
2,,,,,,,,immediate custody
2,,,,,,,,immediate custody
2,,genuine remorse,,,,,,
2,,,,affray,,,,
2,,genuine remorse,,affray,,,,
2,under influence drugs/alcohol,,,affray,,,,immediate custody
2,,genuine remorse,,affray,,,,
2,,genuine remorse,,affray,,,,
2,,,,affray,,,,
2,,genuine remorse,,affray,,,,
2,,,,affray,,,,
2,,,,affray,,,,
2,,genuine remorse,,,,,,
2,,genuine remorse,,,,,,
2,,,,,,,,immediate custody
2,,,,,,,,immediate custody
2,,,,,,,,
2,,,,,,,,immediate custody
2,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
2,,genuine remorse,,,grievous bodily harm,,,immediate custody
2,,genuine remorse,,,grievous bodily harm,,,
2,,genuine remorse,,,grievous bodily harm,,,
2,,genuine remorse,,,grievous bodily harm,,,
2,,,,,grievous bodily harm,,,immediate custody
2,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,grievous bodily harm with intent,,immediate custody
2,,,,,,,common assault,
2,,,,,,,common assault,
2,,,,,,,common assault,immediate custody
67,,,,,,,,immediate custody
67,,genuine remorse,,,,,,
67,,genuine remorse,,,,,,
67,,genuine remorse,,,,,,
67,,,,affray,,,,
67,,genuine remorse,,affray,,,,immediate custody
67,,,,,,,,immediate custody
67,,genuine remorse,,,grievous bodily harm,,,
67,,genuine remorse,,,grievous bodily harm,,,
67,,genuine remorse,,,grievous bodily harm,,,
67,,genuine remorse,,,grievous bodily harm,,,
67,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
68,,genuine remorse,,,,,,
68,under influence drugs/alcohol,,,,,,,
68,,genuine remorse,,,,,,
68,,,,affray,,,,
68,,,,affray,,,,immediate custody
68,,,,affray,,,,
68,,,,,,,,
68,,,,,,,,
68,,,,,,,,
68,,genuine remorse,,,,,,
68,under influence drugs/alcohol,,,,,,,
68,,,,,,,,
68,,genuine remorse,,,,,,
68,,,,,,,common assault,immediate custody
68,,,,,,,common assault,
68,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
68,,,,,,grievous bodily harm with intent,,immediate custody
68,,,,,grievous bodily harm,,,
68,,,,,grievous bodily harm,,,
72,,,,,,,,immediate custody
72,under influence drugs/alcohol,,,,,,,immediate custody
72,under influence drugs/alcohol,,,,,,,immediate custody
72,,,,,,,,immediate custody
72,,,,,,,,
72,,,,,,,,
72,,,,,,,,immediate custody
72,,genuine remorse,,,,,,
72,under influence drugs/alcohol,,,,,,,
72,,genuine remorse,,,,,,
72,,,,,,,,
72,under influence drugs/alcohol,,,,,,,
72,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
72,,,,affray,,,,
72,,,,affray,,,,
72,,,,affray,,,,
72,,,,affray,,,,
72,,,,affray,,,,
72,,,,affray,,,,
72,,genuine remorse,,,,,,
72,,,,,,,,immediate custody
72,under influence drugs/alcohol,,,,,,,immediate custody
72,,genuine remorse,,,,,,
72,,,,,,,,
72,,,,,,,,immediate custody
72,,,,,,,,
72,,genuine remorse,,,,,,
72,under influence drugs/alcohol,,,,,,,immediate custody
72,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
72,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,immediate custody
72,,genuine remorse,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,
72,,,,,grievous bodily harm,,,immediate custody
72,,,,,grievous bodily harm,,,
72,,genuine remorse,,,grievous bodily harm,,,
72,,genuine remorse,,,grievous bodily harm,,,immediate custody
72,,,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,grievous bodily harm with intent,,immediate custody
72,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
72,under influence drugs/alcohol,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
72,,,,,,,common assault,
72,,genuine remorse,,,,,common assault,
72,,genuine remorse,,,,,common assault,
72,,genuine remorse,,,,,common assault,
72,,genuine remorse,,,,,common assault,immediate custody
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,,,,,,,,
73,,,,,,,,
73,under influence drugs/alcohol,,,,,,,immediate custody
73,,,,affray,,,,immediate custody
73,,genuine remorse,,,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
73,,,,,,,,
73,,,,,,,,
73,,,,,,,,
73,,,,,,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,affray,,,,
73,under influence drugs/alcohol,,,affray,,,,immediate custody
73,under influence drugs/alcohol,,,affray,,,,immediate custody
73,,,,affray,,,,
73,,,,affray,,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,affray,,,,
73,,,,affray,,,,
73,under influence drugs/alcohol,,,affray,,,,
73,,,,affray,,,,
73,under influence drugs/alcohol,genuine remorse,,affray,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,under influence drugs/alcohol,,,,,,,immediate custody
73,,genuine remorse,,,,,,
73,,,,,,,,
73,,,,,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,under influence drugs/alcohol,genuine remorse,,,,,,
73,,,,,,,,
73,,,,,,,common assault,immediate custody
73,,genuine remorse,,,,,common assault,
73,,,,,,,common assault,immediate custody
73,,,,,,,common assault,immediate custody
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
73,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
73,,genuine remorse,,,grievous bodily harm,,,
73,under influence drugs/alcohol,,,,grievous bodily harm,,,
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
73,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
73,under influence drugs/alcohol,,,,grievous bodily harm,,,immediate custody
27,,,,,,,,
27,,,,,,,,
27,,,,,,,,immediate custody
27,,genuine remorse,,,,,,immediate custody
27,,,,,,,,
27,,,,,,,,
27,,genuine remorse,,,,,,immediate custody
27,,genuine remorse,,,,,,
27,,genuine remorse,,,,,,
27,,genuine remorse,,,,,,immediate custody
27,,,,,,,,immediate custody
27,,,,,,,,
27,,genuine remorse,,,,,,immediate custody
27,,,,,,,,immediate custody
27,,,,,,,,immediate custody
27,,genuine remorse,,,,,,
27,,,,,,,,immediate custody
27,under influence drugs/alcohol,genuine remorse,,,,,,
27,,,,,,,,immediate custody
27,,,,,,,,
27,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
27,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
27,,,,,,,,immediate custody
27,,,,,,,,
27,,genuine remorse,,,,,,
27,,,,,,,,immediate custody
27,,,,,,,,
27,,,,,,,,immediate custody
27,,genuine remorse,,,,,,
27,,,,,,,,immediate custody
27,,,,,,,,
27,,,,,,,,immediate custody
27,,,,,,,,
27,,,,,grievous bodily harm,,,
27,,genuine remorse,,affray,,,,immediate custody
27,,genuine remorse,,affray,,,,
27,under influence drugs/alcohol,genuine remorse,,affray,,,,
27,,,,affray,,,,
27,,,,affray,,,,immediate custody
27,under influence drugs/alcohol,genuine remorse,,affray,,,,
27,,,,affray,,,,
27,,,,affray,,,,immediate custody
27,,,,affray,,,,immediate custody
27,,,,affray,,,,
27,,,,affray,,,,
27,,,,affray,,,,
27,,,,affray,,,,
27,,genuine remorse,,affray,,,,
27,,,,affray,,,,
27,,,,affray,,,,immediate custody
27,,,,affray,,,,
27,,,,affray,,,,immediate custody
27,,,,affray,,,,
27,under influence drugs/alcohol,genuine remorse,,,,,,immediate custody
27,,,,,,,,immediate custody
27,,,,,,,,
27,,,,,,,,immediate custody
27,,genuine remorse,,,,,,
27,,,,,,,,immediate custody
27,,genuine remorse,,,,,,immediate custody
27,,,,affray,,,,immediate custody
27,,,,affray,,,,immediate custody
27,,,,affray,,,,
27,,genuine remorse,,,,,,
27,,,,,,,,
27,,,,affray,,,,immediate custody
27,,genuine remorse,,,,,,
27,,,,,,,,
27,,,,,,,,
27,,,,,,grievous bodily harm with intent,,immediate custody
27,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
27,,genuine remorse,,,,grievous bodily harm with intent,,immediate custody
27,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
27,,genuine remorse,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,
27,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,
27,,genuine remorse,,,grievous bodily harm,,,
27,,genuine remorse,,,grievous bodily harm,,,
27,,,,,grievous bodily harm,,,immediate custody
27,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,
27,,genuine remorse,,,grievous bodily harm,,,
27,under influence drugs/alcohol,genuine remorse,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,immediate custody
27,,genuine remorse,,,grievous bodily harm,,,immediate custody
27,,,,,grievous bodily harm,,,
27,,,,,grievous bodily harm,,,immediate custody
27,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
27,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
27,,,,,,grievous bodily harm with intent,,immediate custody
27,under influence drugs/alcohol,,,,,grievous bodily harm with intent,,immediate custody
27,,,,,,,common assault,immediate custody
27,,,,,,,common assault,
27,,,,,,,common assault,
27,,,,,,,common assault,immediate custody
27,,genuine remorse,,,,,common assault,
27,,,,,,,common assault,
27,,,,,,,common assault,
27,,genuine remorse,,,,,common assault,
27,,,,,,,common assault,
70,,,,,,,,immediate custody
70,,,,,,,,
70,,genuine remorse,,,,,,
70,,genuine remorse,,,,,,immediate custody
70,,genuine remorse,,,,,,immediate custody
70,,genuine remorse,,,,,,immediate custody
70,,,,affray,,,,immediate custody
70,,,,affray,,,,
70,,,,affray,,,,
70,,genuine remorse,,affray,,,,
70,,,,affray,,,,
70,,,,affray,,,,
70,,,,affray,,,,immediate custody
70,,,,affray,,,,
70,,,,affray,,,,immediate custody
70,,,,affray,,,,immediate custody
70,under influence drugs/alcohol,,,affray,,,,immediate custody
70,,,,affray,,,,
70,,,,affray,,,,
70,,,,affray,,,,immediate custody
70,under influence drugs/alcohol,,,affray,,,,immediate custody
70,,,,,,,,immediate custody
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,genuine remorse,,,,,,
70,,,,,,,,
70,,,,,,,,
70,,genuine remorse,,,,,,
70,,genuine remorse,,,,,,
70,under influence drugs/alcohol,genuine remorse,,,,,,
