Sentencing.court,Step1HigherCulpA,Step1HigherCulpC,Step1HigherCulpD,Step1HigherCulpF,Step1HigherCulpG,Step1HigherCulpI,Step1HigherCulpJ,Step1HigherHarmA,Step1HigherHarmB,Step1HigherHarmC,Step1LowerCulpA,Step1LowerCulpB,Step1LowerCulpC,Step1LowerCulpD,Step1LowerCulpE,Step1LowerHarmA,Aggravating.3,Aggravating.5,Aggravating.9,Aggravating.19,Aggravating.25,Aggravating.26,Aggravating.28,Aggravating.37,Aggravating.44,Aggravating.45,Aggravating.54,Aggravating.55,Aggravating.70,Aggravating.72,Mitigating.3,Mitigating.6,Mitigating.16,Mitigating.20,Mitigating.22,Mitigating.24,Mitigating.25,Mitigating.29,Mitigating.33,Mitigating.36,Mitigating.39,pleafirst,disorder,affray,GBH,intent,common,custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,immediate custody
43,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,lack of maturity,,,,,mental disability (general),no previous convictions,,,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,,,previous violence,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,isolated incident,,,,,,,single blow,,,,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,presence of others,,,,addressing addiction,lack of maturity,,,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,use of weapon,,,,,,provocation,selfdefence,,,,,,,,,,,,,,,,,addressing addiction,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,provocation,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,,,,,,,no previous convictions,,,single blow,early guilty plea,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,presence of others,,,,addressing addiction,,,,,medical condition,,,,genuine remorse,,,,,,,,
43,,intent more harm,,premeditation,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,single blow,,,,,,,
43,,,,,,,use of weapon,serious injury,repeated assault,,,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,lack of maturity,,,,,,no previous convictions,,,,,,,,,,immediate custody
43,,,,,,,,,,,lack of premeditation,,,selfdefence,subordinate role gang,,,,,,,,,location,,ongoing effect,presence of others,,,,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,leading role gang,premeditation,,,use of weapon,,repeated assault,,,,,,,,,,on bail,,,,,,,,presence of others,previous violence,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,serious injury,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,premeditation,,,use of weapon,,,personally vulnerable,,,,,,,,,,,,,,,,,,previous violence,,under influence drugs/alcohol,,lack of maturity,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,,,previous violence,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,location,,,,,,,,,,isolated incident,,,,,,,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
43,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,ongoing effect,,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,personally vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,,,,,
43,,,,,,,,,,personally vulnerable,,mental disorder (related to the offence),,,,,,,,,,,gratuitous degradation,,,,presence of others,previous violence,,under influence drugs/alcohol,,,,,,medical condition,mental disability (general),,,,,,,,,,,
43,,,,,,,,,,personally vulnerable,,mental disorder (related to the offence),,,,,,,,,,,gratuitous degradation,,,,presence of others,previous violence,,under influence drugs/alcohol,,,,,,medical condition,mental disability (general),,,,,,,,,,,
43,,,,,,,use of weapon,serious injury,,,,,,,,,,against public worker,,,,,,,,ongoing effect,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,subordinate role gang,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,,serious injury,repeated assault,personally vulnerable,,,,,,,,,,,,,,,,ongoing effect,presence of others,previous violence,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
43,,,,,,,,serious injury,repeated assault,personally vulnerable,,,,,,,,against public worker,,,,,,,,,presence of others,,,,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,lack of maturity,,,,,,no previous convictions,,,,,,,,,,
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,genuine remorse,,early guilty plea,,,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,presence of others,previous violence,,under influence drugs/alcohol,,lack of maturity,,,,,,,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,use of weapon,serious injury,,,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,,,lack of maturity,good character,isolated incident,,,mental disability (general),no previous convictions,,genuine remorse,single blow,early guilty plea,,,,,,
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,single blow,early guilty plea,,,,,,
43,,,,,,,,,,personally vulnerable,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,addressing addiction,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,,addressing addiction,,,,,,,,,genuine remorse,,,,,,,,immediate custody
43,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,repeated assault,,,,,,,,,,,,,failure to comply with court orders,,,,ongoing effect,,,,,addressing addiction,,,,,,,,,,,early guilty plea,,,,,,
43,,,leading role gang,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,,,,,,,,,
43,,,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,failure to comply with court orders,,,,,,previous violence,,,,,,,,,,,,genuine remorse,,,,,,,,immediate custody
43,,,,,,,,serious injury,repeated assault,,,,,,,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,,,,,,,,,
43,,,,,,,use of weapon,,,personally vulnerable,lack of premeditation,,,,,less serious injury,,,,,,,,,,ongoing effect,,,,,,,,isolated incident,,,,,,genuine remorse,,,,,,,,
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,location,,,,,,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,premeditation,,,,serious injury,,,,,,,,,,,,,,,,location,,ongoing effect,,previous violence,,,,,,,,,,,,,,early guilty plea,,,,,,immediate custody
43,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,previous violence,,,addressing addiction,,,,,,,,,,,,,,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,,,,,,,,,,,
43,,,,,,,use of weapon,,,,,,,selfdefence,,,,,,,,,,,,ongoing effect,,,,under influence drugs/alcohol,,lack of maturity,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,,,,,,,
43,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,,,timing of the offence,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,single blow,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,use of weapon,,,,,,,,,less serious injury,,against public worker,,,,,,location,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,,immediate custody
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,selfdefence,,less serious injury,,,,,,,,,,,presence of others,,,,,,,isolated incident,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,less serious injury,,,,,,failure to comply with court orders,,location,,,,,timing of the offence,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,genuine remorse,,,,affray,,,,
43,,,,,,,,serious injury,,,,,,,subordinate role gang,,,,,,,failure to comply with court orders,,location,,,,,timing of the offence,under influence drugs/alcohol,,lack of maturity,,,lapse of time,,,,,genuine remorse,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,
43,,,,,,,,serious injury,,,,,provocation,,,,,,,,,,,,,,,,,,addressing addiction,,,isolated incident,,,,,primary carer,genuine remorse,,,,affray,,,,
43,,,,,,,,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,provocation,,,,,,,,,,,,,,,,,,addressing addiction,,,,,,,,,genuine remorse,,,,affray,,,,
43,,,,,,,use of weapon,,,,,,,,,,,against public worker,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,against race/religion,,use of weapon,serious injury,,,,,,,subordinate role gang,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,lapse of time,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,affray,,,,
43,,,,,,,,,,,lack of premeditation,,provocation,,,,,,,,,,,location,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,,less serious injury,abuse of trust,,,,,,,location,,,presence of others,,,,addressing addiction,,good character,isolated incident,lapse of time,,,no previous convictions,primary carer,genuine remorse,,,,affray,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,serious injury,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,lack of maturity,,,lapse of time,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,affray,,,,
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,,,,,,,affray,,,,
43,,,,,,,use of weapon,serious injury,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
43,,,,,,,,,,,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,location,,,,,,under influence drugs/alcohol,addressing addiction,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,affray,,,,
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,,,genuine remorse,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,,,,timing of the offence,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addressing addiction,,,,,,,no previous convictions,,,,,,affray,,,,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,,,,,,addressing addiction,,,,,,,no previous convictions,,,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
43,,,,,,,use of weapon,,,,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,location,,,presence of others,,,,addressing addiction,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,affray,,,,
43,,,,,against race/religion,,,,repeated assault,,,,,,,,,against public worker,,,,,,,,,presence of others,,timing of the offence,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,serious injury,,,,,,,,,,,,,,,,,,,,,,,,lack of maturity,,,,,,,,,,early guilty plea,,affray,,,,immediate custody
43,,,leading role gang,,,,,,repeated assault,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,early guilty plea,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,,,genuine remorse,,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good character,,,,,no previous convictions,,genuine remorse,,early guilty plea,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,good character,,,,,,,genuine remorse,,early guilty plea,,affray,,,,
43,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,less serious injury,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,addressing addiction,,good character,isolated incident,,,mental disability (general),no previous convictions,,genuine remorse,single blow,,,affray,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,under influence drugs/alcohol,,,,,,,,,,,,,,affray,,,,
43,,,,,,,use of weapon,serious injury,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,isolated incident,,,,no previous convictions,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affray,,,,
43,,,,,against race/religion,,,,repeated assault,,,,,,,,,against public worker,,,,,,,,,presence of others,,timing of the offence,,,,,,,,,,,,,,,affray,,,,immediate custody
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early guilty plea,,affray,,,,
43,,intent more harm,,premeditation,,,,,repeated assault,,,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,immediate custody
43,,,,,,,,,,,lack of premeditation,,provocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,single blow,,,,,,common assault,
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,,,,,,,,good character,isolated incident,,,,no previous convictions,,,,,,,,,common assault,
43,,,,,,,,,,,lack of premeditation,,,selfdefence,,,,,,,,,,,,,,,,,,lack of maturity,,isolated incident,,,,,,,,,,,,,common assault,
43,,,,,,,,,repeated assault,,,,,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,,primary carer,,,early guilty plea,,,,,common assault,
43,,,,,,,,,,,lack of premeditation,,,,,,,,on bail,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,common assault,
43,,,,,,,,,,,,,,,,,,,,,,failure to comply with court orders,,location,,,,,,,,,,,,,,,,,,,,,,,common assault,immediate custody
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,previous violence,,,,,,,,,,no previous convictions,,,single blow,,,,,,common assault,
43,,,,,,,,,,,lack of premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,genuine remorse,,early guilty plea,,,,,common assault,immediate custody
43,deliberate harm,,,,,,,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,timing of the offence,under influence drugs/alcohol,,,,,,,,,,,,,,,,,common assault,immediate custody
43,,,leading role gang,premeditation,,,,,repeated assault,,,,,,,,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,primary carer,genuine remorse,,early guilty plea,,,,,common assault,
43,,,,premeditation,,,use of weapon,serious injury,,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,single blow,early guilty plea,,,,,common assault,immediate custody
43,,,,,,,,,repeated assault,,,,,,,,,,,,,,,location,,,presence of others,,,under influence drugs/alcohol,,,,,,,,,,,,,,,,,common assault,
43,,,,,,,,serious injury,,,lack of premeditation,,,,subordinate role gang,,,,,,,,,,,,presence of others,,,under influence drugs/alcohol,,,,isolated incident,,,,no previous convictions,,,single blow,early guilty plea,,,,,common assault,
43,,intent more harm,,premeditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common assault,immediate custody
43,,,,,,,,,,,lack of premeditation,,,,subordinate role gang,,,,,,,,,location,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,,,,,,common assault,
43,,,,,,,,,,,,,,,subordinate role gang,,,,,,,,,location,,,,,timing of the offence,,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,,,,,,,common assault,
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,failure to respond to warnings,,,,,,,,,under influence drugs/alcohol,,,,,,,,no previous convictions,,genuine remorse,,early guilty plea,,,,,common assault,
43,,,,,,,,,,,,,,,,,,,,,,,,location,,,presence of others,,,,,,,,,,,,,,,,,,,,common assault,
43,,,,,,vulnerable victim,,,,personally vulnerable,,,,,,,,against public worker,,,,,,location,,,,,timing of the offence,,,,good character,isolated incident,lapse of time,,,no previous convictions,,genuine remorse,,,,,,,common assault,
43,,,,,,,,,,personally vulnerable,,,,,subordinate role gang,,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,genuine remorse,,,,,,,common assault,
43,,,,,,,,,,,,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,,isolated incident,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,vulnerable victim,use of weapon,,,,,,,,,less serious injury,,,,,,,,location,,ongoing effect,,,timing of the offence,,,,,,,,,no previous convictions,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,premeditation,,,use of weapon,,,,,,,,,less serious injury,,,,,,,,,,,,,,,,,good character,isolated incident,,,,no previous convictions,primary carer,genuine remorse,single blow,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,,serious injury,,,lack of premeditation,,,,,,,,,,,,,location,,ongoing effect,,,timing of the offence,,,lack of maturity,good character,,,,,no previous convictions,,genuine remorse,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,,,,presence of others,,,,,,,,,,,,,,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,use of weapon,,,,,,,,,,,,,,,,,location,,ongoing effect,presence of others,,timing of the offence,under influence drugs/alcohol,addressing addiction,,,,,,,,,genuine remorse,,early guilty plea,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,use of weapon,,repeated assault,,,,,,,less serious injury,,,,,,,,,,,,,,,,,,,,,,no previous convictions,,,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,,serious injury,,,lack of premeditation,mental disorder (related to the offence),,,,,,,,,,,,,,,,,,under influence drugs/alcohol,addressing addiction,,,,,,mental disability (general),,,,,,,,,grievous bodily harm with intent,,immediate custody
43,,,,,,,,,,,lack of premeditation,,,,,less serious injury,,,,,,,,,,,,,,under influence drugs/alcohol,,,good character,isolated incident,,,,no previous convictions,,genuine remorse,single blow,early guilty plea,,,grievous bodily harm,,,
